makine_turu,calisma_saati,genel_bakim_periyodu_saat,sicaklik_durumu,titresim_hissi,yag_seviyesi,genel_durum,sizinti_durumu,kablo_hasar_durumu,hidrolik_yag_durumu,rezistans_kokusu,bor_yag_rengi,spindle_titresim,alt_su_tahliye,mercek_temizligi,kaynak_torcu,kablo_sarmali,isik_bariyeri,sizma_kontrolu,termal_gozlem,sogutma_suyu,teflon_kontrolu,fotosel_algilama,Hedef_Ariza_Tipi,Hedef_Gercek_Yipranma
Paketleme ve Lojistik,922,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.05
Kalite Kontrol,4144,5000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,6999,8000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,HDF,100.0
Paketleme ve Lojistik,715,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.94
Otomasyon ve Robotik,3246,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.58
Plastik ve Enjeksiyon,533,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.66
Kalite Kontrol,1307,5000,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,26.14
Paketleme ve Lojistik,1399,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.98
Kalite Kontrol,1821,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.35
Kalite Kontrol,3819,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,76.38
Döküm ve Isıl İşlem,324,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.1
Kalite Kontrol,2190,5000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,43.8
Otomasyon ve Robotik,4475,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.58
Döküm ve Isıl İşlem,1016,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.4
Yardımcı Tesis,2181,6000,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,36.35
Plastik ve Enjeksiyon,3718,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.95
Sac ve Şekillendirme,6120,6000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,2426,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.33
Döküm ve Isıl İşlem,1652,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.53
Plastik ve Enjeksiyon,3326,4000,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.34
Kalite Kontrol,779,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.98
Plastik ve Enjeksiyon,1234,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.43
Plastik ve Enjeksiyon,5316,6000,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,3263,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.79
Otomasyon ve Robotik,4274,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,1240,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.67
Otomasyon ve Robotik,4295,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.9
Paketleme ve Lojistik,1035,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.7
Döküm ve Isıl İşlem,1757,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,35.14
Otomasyon ve Robotik,5612,6000,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Otomasyon ve Robotik,8497,8000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,3425,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.62
Sac ve Şekillendirme,1935,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.25
Döküm ve Isıl İşlem,4635,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,57.94
Talaşlı İmalat,1224,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,46.83
Talaşlı İmalat,1045,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.9
Talaşlı İmalat,3618,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,5912,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.9
Talaşlı İmalat,978,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.56
Sac ve Şekillendirme,3387,5000,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,90.63
Yardımcı Tesis,6376,6000,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,2821,4000,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,70.53
Paketleme ve Lojistik,2132,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,53.3
Talaşlı İmalat,4206,4000,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,1623,6000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.7
Yardımcı Tesis,1525,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.12
Yardımcı Tesis,216,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.6
Yardımcı Tesis,943,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.57
Otomasyon ve Robotik,4025,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,50.31
Plastik ve Enjeksiyon,1652,4000,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,41.3
Kalite Kontrol,3674,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.85
Paketleme ve Lojistik,6175,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,860,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.33
Döküm ve Isıl İşlem,259,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,5.18
Talaşlı İmalat,909,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.15
Talaşlı İmalat,312,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.24
Sac ve Şekillendirme,2515,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,64.95
Otomasyon ve Robotik,3034,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.68
Yardımcı Tesis,5806,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,75.84
Talaşlı İmalat,4087,4000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,2648,6000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.13
Sac ve Şekillendirme,3816,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.39
Kalite Kontrol,7665,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,95.81
Talaşlı İmalat,175,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.92
Otomasyon ve Robotik,197,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.46
Yardımcı Tesis,1858,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.97
Yardımcı Tesis,6216,8000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,77.7
Plastik ve Enjeksiyon,595,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.88
Paketleme ve Lojistik,1743,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.05
Sac ve Şekillendirme,1216,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.27
Döküm ve Isıl İşlem,5378,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,PWF,100.0
Otomasyon ve Robotik,2685,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.75
Plastik ve Enjeksiyon,4505,5000,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,1825,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.42
Yardımcı Tesis,911,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.78
Döküm ve Isıl İşlem,8647,8000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PWF,100.0
Yardımcı Tesis,6265,8000,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.66
Döküm ve Isıl İşlem,7943,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Sac ve Şekillendirme,1565,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.3
Paketleme ve Lojistik,913,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.82
Döküm ve Isıl İşlem,2985,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.62
Talaşlı İmalat,1662,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.24
Yardımcı Tesis,2830,6000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.17
Döküm ve Isıl İşlem,228,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Yok,5.7
Otomasyon ve Robotik,3759,6000,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.82
Paketleme ve Lojistik,2672,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.4
Otomasyon ve Robotik,2873,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,50.69
Plastik ve Enjeksiyon,3824,5000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.48
Döküm ve Isıl İşlem,3718,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.7
Otomasyon ve Robotik,3243,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,81.08
Paketleme ve Lojistik,6571,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.18
Kalite Kontrol,3935,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.7
Döküm ve Isıl İşlem,2141,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,70.84
Plastik ve Enjeksiyon,368,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.2
Talaşlı İmalat,2230,4000,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yok,55.75
Döküm ve Isıl İşlem,2817,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.34
Kalite Kontrol,4978,6000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,86.71
Yardımcı Tesis,3381,6000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,56.35
Plastik ve Enjeksiyon,8557,8000,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Otomasyon ve Robotik,4143,5000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,89.9
Döküm ve Isıl İşlem,702,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yok,17.55
Talaşlı İmalat,1868,6000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yok,31.13
Kalite Kontrol,2041,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.51
Talaşlı İmalat,465,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.75
Talaşlı İmalat,364,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.55
Yardımcı Tesis,2883,5000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,57.66
Kalite Kontrol,460,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.2
Paketleme ve Lojistik,1830,6000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,52.64
Plastik ve Enjeksiyon,2102,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.27
Yardımcı Tesis,1311,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.22
Yardımcı Tesis,5432,5000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,377,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.71
Yardımcı Tesis,5999,6000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.98
Otomasyon ve Robotik,3652,4000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,2574,4000,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.0
Kalite Kontrol,603,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.07
Otomasyon ve Robotik,2168,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.2
Yardımcı Tesis,3331,5000,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,72.06
Yardımcı Tesis,8283,8000,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Otomasyon ve Robotik,1904,8000,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,26.95
Sac ve Şekillendirme,739,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.48
Yardımcı Tesis,5025,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.72
Talaşlı İmalat,637,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.74
Sac ve Şekillendirme,4648,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.87
Sac ve Şekillendirme,7572,8000,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Plastik ve Enjeksiyon,1338,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.73
Plastik ve Enjeksiyon,770,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.25
Otomasyon ve Robotik,2297,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.71
Talaşlı İmalat,3421,5000,0,1,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,TWF,71.09
Talaşlı İmalat,460,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.67
Döküm ve Isıl İşlem,602,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.52
Döküm ve Isıl İşlem,4012,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,50.15
Paketleme ve Lojistik,4463,8000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,79.07
Paketleme ve Lojistik,1110,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.88
Döküm ve Isıl İşlem,3000,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,77.57
Sac ve Şekillendirme,5045,5000,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,1860,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.2
Otomasyon ve Robotik,8261,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,3408,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.8
Döküm ve Isıl İşlem,3326,4000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,85.73
Yardımcı Tesis,7092,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,4734,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.17
Otomasyon ve Robotik,8544,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,7787,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.34
Talaşlı İmalat,2107,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.14
Kalite Kontrol,660,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.5
Paketleme ve Lojistik,198,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.3
Talaşlı İmalat,1253,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.06
Plastik ve Enjeksiyon,1995,6000,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,33.25
Döküm ve Isıl İşlem,3813,6000,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,67.9
Döküm ve Isıl İşlem,5605,6000,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Kalite Kontrol,1238,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.95
Plastik ve Enjeksiyon,2075,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.58
Talaşlı İmalat,5021,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,4084,5000,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OSF,81.68
Yardımcı Tesis,909,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.36
Plastik ve Enjeksiyon,941,6000,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,64.49
Otomasyon ve Robotik,5720,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.07
Paketleme ve Lojistik,2429,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.49
Kalite Kontrol,1094,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.68
Döküm ve Isıl İşlem,1265,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Yok,65.57
Sac ve Şekillendirme,76,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.27
Döküm ve Isıl İşlem,2032,8000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.97
Yardımcı Tesis,4591,6000,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,83.77
Döküm ve Isıl İşlem,781,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.62
Kalite Kontrol,652,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.3
Paketleme ve Lojistik,2220,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.4
Yardımcı Tesis,187,8000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,5.2
Talaşlı İmalat,3601,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,62.1
Plastik ve Enjeksiyon,198,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.48
Döküm ve Isıl İşlem,2084,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,52.1
Sac ve Şekillendirme,54,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.35
Yardımcı Tesis,4108,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,82.16
Paketleme ve Lojistik,624,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.48
Plastik ve Enjeksiyon,3616,6000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.96
Paketleme ve Lojistik,2030,5000,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,68.2
Otomasyon ve Robotik,3880,6000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,64.67
Sac ve Şekillendirme,3795,8000,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,51.26
Plastik ve Enjeksiyon,4454,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,89.08
Döküm ve Isıl İşlem,265,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,4.42
Otomasyon ve Robotik,5883,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,3690,6000,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,92.61
Plastik ve Enjeksiyon,2051,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,41.02
Plastik ve Enjeksiyon,3061,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,93.94
Sac ve Şekillendirme,7833,8000,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,100.0
Yardımcı Tesis,7118,8000,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Yok,88.98
Sac ve Şekillendirme,3425,6000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.01
Plastik ve Enjeksiyon,4397,8000,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,57.79
Sac ve Şekillendirme,2902,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.28
Yardımcı Tesis,4662,6000,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Yok,77.7
Yardımcı Tesis,1562,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.53
Talaşlı İmalat,1734,4000,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,84.63
Döküm ve Isıl İşlem,835,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.44
Sac ve Şekillendirme,4216,6000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.26
Sac ve Şekillendirme,88,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.2
Otomasyon ve Robotik,2229,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,55.73
Yardımcı Tesis,804,6000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,30.66
Kalite Kontrol,5236,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,4158,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.24
Talaşlı İmalat,5485,5000,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,583,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.66
Paketleme ve Lojistik,1185,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.81
Talaşlı İmalat,2695,4000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yok,67.38
Döküm ve Isıl İşlem,3764,4000,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,6868,8000,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,2161,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.02
Otomasyon ve Robotik,4296,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.6
